"id","location_srs","location_x","location_y","operator","elevation","slope","aspect","region","country","geometry","area","map_class","map_class_label","actively_saved","actively_saved_on_year","actively_saved_on_month","actively_saved_on_day","plot_file","ref_class","ref_class_label","confidence","confidence_label","comments"
"39","EPSG:4326","103.256959771453","14.052499898384","sereyoudom","52","0.00321989670871908","1.0407623861257","Otdar Mean Chey","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_4.csv","Non Forest stable","Non Forest stable","hi","High",""
"194","EPSG:4326","104.749033756429","12.3386421937414","sophyra","32","0.00972302368467313","3.81566516763778","Kâmpóng Chhnang","Cambodia","points","1.0","Management","Management","true","2017","9","15","pts_grp_4.csv","Forest stable","Forest stable","hi","High",""
"397","EPSG:4326","104.762259868665","12.9462283073549","sophyra","23","4.33680868994202E-19","4.71238898038469","Kâmpóng Thum","Cambodia","points","1.0","Management","Management","true","2017","9","15","pts_grp_4.csv","Deforestation crops","Deforestation crops","hi","High",""
"216","EPSG:4326","106.396801709855","14.3045190086558","sereyoudom","105","0.010406149033113","3.45398935196817","Stœng Trêng","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_4.csv","Forest stable","Forest stable","hi","High",""
"549","EPSG:4326","105.966522685136","11.77076475814","sereyoudom","40","0.00341097973917631","3.6470740057892","Tbong Khmum","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_4.csv","Non Forest stable","Non Forest stable","hi","High",""
"590","EPSG:4326","104.76553491729","12.905163647366","sereyoudom","19","8.02102500715341E-4","2.10293132388981","Kâmpóng Thum","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_4.csv","Non Forest stable","Non Forest stable","hi","High",""
"879","EPSG:4326","106.669411004303","13.8013279983971","sophyra","91","0.00192712153321096","4.35272107141429","Rôtânôkiri","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","15","pts_grp_4.csv","Deforestation other","Deforestation other","hi","High",""
"64","EPSG:4326","104.205872545293","12.7668242672496","sereyoudom","8","0.00157336026985789","4.45075387515235","Siemréab","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_4.csv","Non Forest stable","Non Forest stable","hi","High",""
"89","EPSG:4326","103.575184823347","11.2435346752889","norin123","29","0.0281649347856332","3.01445912209305","Kaôh Kong","Cambodia","points","1.0","Enhancement","Enhancement","true","2017","9","14","pts_grp_4.csv","Forest stable","Forest stable","hi","High",""
"614","EPSG:4326","106.745483529914","12.2196774947494","sophyra","144","0.00964011330157395","0.0429174407266411","Krâchéh","Cambodia","points","1.0","Deforestation rubber","Deforestation rubber","true","2017","9","15","pts_grp_4.csv","Deforestation rubber","Deforestation rubber","hi","High",""
"882","EPSG:4326","105.74332690562","13.0742583215002","sereyoudom","147","0.0100184680877462","4.60385536759818","Krâchéh","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_4.csv","Forest stable","Forest stable","hi","High",""
"626","EPSG:4326","105.641527529845","11.9909392009656","sereyoudom","77","0.0146771472086224","2.5205856132428","Tbong Khmum","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_4.csv","Non Forest stable","Non Forest stable","hi","High",""
"535","EPSG:4326","106.521455006352","13.8696006690232","sereyoudom","138","0.0013565533833523","3.14159265358979","Stœng Trêng","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_4.csv","Forest stable","Forest stable","hi","High",""
"765","EPSG:4326","107.081918051907","12.3630811916963","sereyoudom","621","0.0239881776398987","3.78972045120136","Môndól Kiri","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_4.csv","Non Forest stable","Non Forest stable","hi","High",""
"417","EPSG:4326","105.477884877307","13.844700342839","sophyra","116","0.0050812930359733","1.27273791727208","Preah Vihéar","Cambodia","points","1.0","Deforestation rubber","Deforestation rubber","true","2017","9","15","pts_grp_4.csv","Deforestation rubber","Deforestation rubber","hi","High",""
"394","EPSG:4326","104.673845359634","11.799688877499","sereyoudom","21","0.00420754557899009","0.0327216882233545","Kâmpóng Spœ","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_4.csv","Non Forest stable","Non Forest stable","hi","High",""
"392","EPSG:4326","102.955576812059","13.7640730495456","sereyoudom","21","0.00146566483327933","3.52989043443412","Bântéay Méanchey","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_4.csv","Non Forest stable","Non Forest stable","hi","High",""
